Name|Cluster|Dist|f_Dist|r_Dist|log(Age)|Vmag|(B-V)0|log(Lx)|log(Lx/Lb)|_RA|_DE
[PSC95] 15A            |NGC6475     | 283.0| |a,b    | 8.29|12.28| 0.61|22.25|-4.35|268.21292|-34.87056
[PSC95] 105A           |NGC6475     | 283.0| |a,b    | 8.29|12.32| 0.60|22.08|-4.50|268.59475|-34.73283
[PSC95] 97A            |NGC6475     | 283.0| |a,b    | 8.29|12.17| 0.59|22.18|-4.46|268.55333|-34.80500
[PSC95] 92A            |NGC6475     | 283.0| |a,b    | 8.29|12.46| 0.59|22.04|-4.48|268.53167|-34.94444
[PSC95] 39B            |NGC6475     | 283.0| |a,b    | 8.29|12.19| 0.59|22.76|-3.87|268.33958|-34.90500
[PSC95] 132A           |NGC6475     | 283.0| |a,b    | 8.29|11.81| 0.58|22.66|-4.12|268.76708|-34.95389
[PSC95] 125A           |NGC6475     | 283.0| |a,b    | 8.29|11.28| 0.58|22.83|-4.16|268.69250|-35.11722
[PSC95] 95A            |NGC6475     | 283.0| |a,b    | 8.29|12.19| 0.58|22.16|-4.47|268.53750|-34.87167
[PSC95] 61             |NGC6475     | 283.0| |a,b    | 8.29|11.58| 0.58|22.77|-4.10|268.40542|-34.79694
[PSC95] 27A            |NGC6475     | 283.0| |a,b    | 8.29|12.12| 0.58|22.47|-4.18|268.30000|-34.67861
[PSC95] 14A            |NGC6475     | 283.0| |a,b    | 8.29|12.06| 0.56|22.31|-4.36|268.19500|-34.68306
[PSC95] 127A           |NGC6475     | 283.0| |a,b    | 8.29|11.95| 0.54|22.78|-3.93|268.73167|-34.64111
[PSC95] 42A            |NGC6475     | 283.0| |a,b    | 8.29|11.83| 0.53|22.63|-4.13|268.34292|-35.00861
[PSC95] 55B            |NGC6475     | 283.0| |a,b    | 8.29|11.70| 0.50|22.59|-4.21|268.37912|-34.59303
[PSC95] 36A            |NGC6475     | 283.0| |a,b    | 8.29|11.75| 0.50|22.50|-4.28|268.32475|-34.62558
[PSC95] 73A            |NGC6475     | 283.0| |a,b    | 8.29|10.95| 0.47|22.80|-4.30|268.43912|-34.77677
[PSC95] 72             |NGC6475     | 283.0| |a,b    | 8.29|10.79| 0.45|23.09|-4.07|268.43750|-34.84472
[PSC95] 81             |NGC6475     | 283.0| |a,b    | 8.29|11.38| 0.44|22.42|-4.50|268.48333|-35.04111
[PSC95] 6              |NGC6475     | 283.0| |a,b    | 8.29|10.64| 0.44|23.03|-4.19|267.98083|-34.94139
[PSC95] 38             |NGC6475     | 283.0| |a,b    | 8.29|10.93| 0.39|22.24|-4.85|268.33042|-34.92583
[PSC95] 50             |NGC6475     | 283.0| |a,b    | 8.29| 9.65| 0.34|22.30|-5.30|268.36792|-34.90139
[PSC95] 65             |NGC6475     | 283.0| |a,b    | 8.29|10.58| 0.33|22.25|-4.98|268.41250|-34.96889
[PSC95] 56             |NGC6475     | 283.0| |a,b    | 8.29|10.66| 0.33|22.45|-4.75|268.38250|-34.94000
[DFM2004] 769          |NGC6530     |1062.0| |a,b    | 6.73|16.25| 1.40|23.20|-3.72|271.18137|-24.46069
[DFM2004] 435          |NGC6530     |1062.0| |a,b    | 6.73|16.87| 1.39|22.76|-3.91|271.09437|-24.35306
[DFM2004] 458          |NGC6530     |1062.0| |a,b    | 6.73|16.94| 1.38|23.36|-3.27|271.09871|-24.29147
[DFM2004] 438          |NGC6530     |1062.0| |a,b    | 6.73|16.80| 1.38|22.64|-4.04|271.09492|-24.37622
[DFM2004] 777          |NGC6530     |1062.0| |a,b    | 6.73|17.07| 1.35|22.80|-3.74|271.18404|-24.25694
[DFM2004] 475          |NGC6530     |1062.0| |a,b    | 6.73|16.53| 1.34|23.45|-3.30|271.10179|-24.35383
[DFM2004] 533          |NGC6530     |1062.0| |a,b    | 6.73|16.90| 1.33|23.56|-3.02|271.11108|-24.35186
[DFM2004] 538          |NGC6530     |1062.0| |a,b    | 6.73|16.79| 1.32|23.15|-3.47|271.11275|-24.35183
[DFM2004] 547          |NGC6530     |1062.0| |a,b    | 6.73|16.94| 1.32|23.15|-3.41|271.11421|-24.37033
[DFM2004] 177          |NGC6530     |1062.0| |a,b    | 6.73|16.69| 1.28|23.07|-3.56|271.04004|-24.45303
[DFM2004] 528          |NGC6530     |1062.0| |a,b    | 6.73|16.34| 1.28|22.94|-3.83|271.11037|-24.48342
[DFM2004] 130          |NGC6530     |1062.0| |a,b    | 6.73|16.44| 1.25|22.58|-4.13|271.02358|-24.41531
[DFM2004] 392          |NGC6530     |1062.0| |a,b    | 6.73|16.87| 1.25|23.33|-3.21|271.08787|-24.34650
[DFM2004] 706          |NGC6530     |1062.0| |a,b    | 6.73|16.19| 1.25|23.00|-3.81|271.15550|-24.39078
[DFM2004] 317          |NGC6530     |1062.0| |a,b    | 6.73|16.26| 1.24|22.83|-3.94|271.07450|-24.29636
[DFM2004] 316          |NGC6530     |1062.0| |a,b    | 6.73|17.23| 1.23|23.03|-3.35|271.07400|-24.28606
[DFM2004] 578          |NGC6530     |1062.0| |a,b    | 6.73|16.83| 1.23|23.51|-3.03|271.12129|-24.34419
[DFM2004] 403          |NGC6530     |1062.0| |a,b    | 6.73|15.63| 1.23|23.91|-3.11|271.08883|-24.46256
[DFM2004] 582          |NGC6530     |1062.0| |a,b    | 6.73|16.86| 1.23|23.46|-3.06|271.12154|-24.34064
[DFM2004] 290          |NGC6530     |1062.0| |a,b    | 6.73|16.27| 1.22|23.29|-3.47|271.06683|-24.46594
[DFM2004] 621          |NGC6530     |1062.0| |a,b    | 6.73|16.99| 1.22|23.18|-3.29|271.12892|-24.41658
[DFM2004] 244          |NGC6530     |1062.0| |a,b    | 6.73|16.32| 1.22|23.83|-2.90|271.05800|-24.43989
[DFM2004] 459          |NGC6530     |1062.0| |a,b    | 6.73|16.45| 1.22|23.73|-2.95|271.09875|-24.37775
[DFM2004] 387          |NGC6530     |1062.0| |a,b    | 6.73|15.39| 1.21|23.32|-3.79|271.08654|-24.46742
[DFM2004] 782          |NGC6530     |1062.0| |a,b    | 6.73|16.54| 1.21|22.84|-3.80|271.18621|-24.45531
[DFM2004] 591          |NGC6530     |1062.0| |a,b    | 6.73|16.05| 1.21|23.78|-3.06|271.12267|-24.38453
[DFM2004] 818          |NGC6530     |1062.0| |a,b    | 6.73|16.42| 1.20|23.01|-3.68|271.20504|-24.44647
[DFM2004] 565          |NGC6530     |1062.0| |a,b    | 6.73|15.80| 1.19|23.59|-3.34|271.11833|-24.35328
[DFM2004] 789          |NGC6530     |1062.0| |a,b    | 6.73|16.06| 1.19|22.37|-4.45|271.18850|-24.34958
[DFM2004] 679          |NGC6530     |1062.0| |a,b    | 6.73|16.53| 1.18|23.44|-3.19|271.14721|-24.45842
[DFM2004] 744          |NGC6530     |1062.0| |a,b    | 6.73|16.57| 1.18|23.36|-3.25|271.16942|-24.46403
[DFM2004] 276          |NGC6530     |1062.0| |a,b    | 6.73|16.83| 1.18|23.30|-3.21|271.06508|-24.35369
[DFM2004] 336          |NGC6530     |1062.0| |a,b    | 6.73|16.74| 1.17|23.29|-3.24|271.07837|-24.37383
[DFM2004] 616          |NGC6530     |1062.0| |a,b    | 6.73|15.60| 1.17|23.18|-3.81|271.12837|-24.38111
[DFM2004] 191          |NGC6530     |1062.0| |a,b    | 6.73|16.51| 1.17|22.45|-4.18|271.04250|-24.38967
[DFM2004] 208          |NGC6530     |1062.0| |a,b    | 6.73|16.69| 1.16|23.65|-2.90|271.04983|-24.44108
[DFM2004] 345          |NGC6530     |1062.0| |a,b    | 6.73|16.03| 1.16|23.33|-3.49|271.08042|-24.38186
[DFM2004] 131          |NGC6530     |1062.0| |a,b    | 6.73|16.78| 1.16|23.43|-3.09|271.02400|-24.24861
[DFM2004] 481          |NGC6530     |1062.0| |a,b    | 6.73|15.66| 1.16|23.17|-3.79|271.10250|-24.32364
[DFM2004] 343          |NGC6530     |1062.0| |a,b    | 6.73|16.30| 1.16|23.09|-3.62|271.08021|-24.35986
[DFM2004] 441          |NGC6530     |1062.0| |a,b    | 6.73|16.81| 1.15|23.47|-3.03|271.09508|-24.39900
[DFM2004] 741          |NGC6530     |1062.0| |a,b    | 6.73|16.37| 1.15|23.47|-3.20|271.16837|-24.39958
[DFM2004] 580          |NGC6530     |1062.0| |a,b    | 6.73|16.98| 1.14|23.04|-3.39|271.12150|-24.44225
[DFM2004] 634          |NGC6530     |1062.0| |a,b    | 6.73|16.26| 1.14|22.75|-3.97|271.13292|-24.41122
[DFM2004] 778          |NGC6530     |1062.0| |a,b    | 6.73|16.60| 1.14|23.14|-3.43|271.18442|-24.39922
[DFM2004] 292          |NGC6530     |1062.0| |a,b    | 6.73|15.71| 1.14|23.38|-3.55|271.06717|-24.33128
[DFM2004] 484          |NGC6530     |1062.0| |a,b    | 6.73|16.47| 1.14|23.54|-3.08|271.10275|-24.34064
[DFM2004] 655          |NGC6530     |1062.0| |a,b    | 6.73|14.81| 1.14|23.93|-3.36|271.13983|-24.36525
[DFM2004] 486          |NGC6530     |1062.0| |a,b    | 6.73|16.61| 1.13|23.27|-3.29|271.10296|-24.38936
[DFM2004] 13           |NGC6530     |1062.0| |a,b    | 6.73|16.96| 1.13|23.07|-3.36|270.96129|-24.33697
[DFM2004] 297          |NGC6530     |1062.0| |a,b    | 6.73|16.73| 1.12|23.49|-3.02|271.06829|-24.41083
[DFM2004] 525          |NGC6530     |1062.0| |a,b    | 6.73|16.69| 1.12|23.26|-3.27|271.10937|-24.40050
[DFM2004] 774          |NGC6530     |1062.0| |a,b    | 6.73|16.19| 1.11|23.44|-3.28|271.18354|-24.32764
[DFM2004] 303          |NGC6530     |1062.0| |a,b    | 6.73|16.27| 1.11|23.51|-3.18|271.06933|-24.36003
[DFM2004] 553          |NGC6530     |1062.0| |a,b    | 6.73|16.74| 1.11|22.84|-3.66|271.11629|-24.36903
[DFM2004] 90           |NGC6530     |1062.0| |a,b    | 6.73|15.99| 1.11|23.74|-3.07|271.00633|-24.22314
[DFM2004] 596          |NGC6530     |1062.0| |a,b    | 6.73|16.88| 1.10|22.85|-3.59|271.12337|-24.37264
[DFM2004] 206          |NGC6530     |1062.0| |a,b    | 6.73|16.94| 1.10|23.13|-3.29|271.04933|-24.33219
[DFM2004] 566          |NGC6530     |1062.0| |a,b    | 6.73|16.82| 1.10|22.46|-4.01|271.11862|-24.38061
[DFM2004] 807          |NGC6530     |1062.0| |a,b    | 6.73|16.57| 1.10|23.22|-3.34|271.19996|-24.39706
[DFM2004] 393          |NGC6530     |1062.0| |a,b    | 6.73|16.98| 1.10|23.61|-2.79|271.08792|-24.39042
[DFM2004] 423          |NGC6530     |1062.0| |a,b    | 6.73|15.62| 1.10|22.44|-4.50|271.09212|-24.42961
[DFM2004] 823          |NGC6530     |1062.0| |a,b    | 6.73|16.51| 1.09|23.01|-3.57|271.20987|-24.25603
[DFM2004] 823          |NGC6530     |1062.0| |a,b    | 6.73|16.51| 1.09|23.01|-3.57|271.20987|-24.25603
[DFM2004] 823          |NGC6530     |1062.0| |a,b    | 6.73|16.51| 1.09|23.01|-3.57|271.20987|-24.25603
[DFM2004] 636          |NGC6530     |1062.0| |a,b    | 6.73|16.11| 1.09|23.77|-2.98|271.13421|-24.35781
[DFM2004] 54           |NGC6530     |1062.0| |a,b    | 6.73|16.84| 1.09|23.07|-3.39|270.99279|-24.28033
[DFM2004] 436          |NGC6530     |1062.0| |a,b    | 6.73|17.67| 1.09|23.61|-2.51|271.09454|-24.26811
[DFM2004] 713          |NGC6530     |1062.0| |a,b    | 6.73|15.41| 1.08|23.58|-3.44|271.15912|-24.34631
[DFM2004] 59           |NGC6530     |1062.0| |a,b    | 6.73|15.51| 1.08|23.81|-3.17|270.99392|-24.41628
[DFM2004] 483          |NGC6530     |1062.0| |a,b    | 6.73|15.69| 1.08|23.32|-3.59|271.10267|-24.33481
[DFM2004] 125          |NGC6530     |1062.0| |a,b    | 6.73|16.31| 1.08|23.11|-3.56|271.02129|-24.27836
[DFM2004] 240          |NGC6530     |1062.0| |a,b    | 6.73|15.59| 1.08|23.73|-3.22|271.05742|-24.40142
[DFM2004] 811          |NGC6530     |1062.0| |a,b    | 6.73|15.87| 1.08|23.77|-3.06|271.20171|-24.48444
[DFM2004] 368          |NGC6530     |1062.0| |a,b    | 6.73|14.94| 1.07|23.38|-3.82|271.08487|-24.47208
[DFM2004] 825          |NGC6530     |1062.0| |a,b    | 6.73|16.50| 1.05|23.67|-2.90|271.21071|-24.34558
[DFM2004] 418          |NGC6530     |1062.0| |a,b    | 6.73|15.64| 1.05|23.37|-3.55|271.09096|-24.27392
[DFM2004] 600          |NGC6530     |1062.0| |a,b    | 6.73|17.87| 1.05|22.99|-3.03|271.12458|-24.24156
[DFM2004] 214          |NGC6530     |1062.0| |a,b    | 6.73|16.78| 1.05|23.12|-3.34|271.05058|-24.37219
[DFM2004] 53           |NGC6530     |1062.0| |a,b    | 6.73|16.03| 1.05|23.24|-3.52|270.99162|-24.41161
[DFM2004] 311          |NGC6530     |1062.0| |a,b    | 6.73|16.73| 1.05|23.21|-3.26|271.07246|-24.31942
[DFM2004] 285          |NGC6530     |1062.0| |a,b    | 6.73|15.45| 1.04|22.99|-4.00|271.06554|-24.31714
[DFM2004] 9            |NGC6530     |1062.0| |a,b    | 6.73|16.85| 1.04|23.63|-2.80|270.95567|-24.39372
[DFM2004] 434          |NGC6530     |1062.0| |a,b    | 6.73|14.54| 1.04|23.65|-3.69|271.09425|-24.34231
[DFM2004] 103          |NGC6530     |1062.0| |a,b    | 6.73|14.85| 1.03|23.89|-3.34|271.01200|-24.36111
[DFM2004] 640          |NGC6530     |1062.0| |a,b    | 6.73|16.70| 1.03|23.66|-2.82|271.13475|-24.32447
[DFM2004] 786          |NGC6530     |1062.0| |a,b    | 6.73|16.65| 1.03|23.24|-3.26|271.18754|-24.21981
[DFM2004] 235          |NGC6530     |1062.0| |a,b    | 6.73|15.31| 1.03|23.66|-3.37|271.05571|-24.41422
[DFM2004] 12           |NGC6530     |1062.0| |a,b    | 6.73|15.96| 1.03|22.87|-3.91|270.95929|-24.37314
[DFM2004] 584          |NGC6530     |1062.0| |a,b    | 6.73|16.53| 1.03|22.96|-3.58|271.12183|-24.39531
[DFM2004] 550          |NGC6530     |1062.0| |a,b    | 6.73|16.58| 1.02|23.28|-3.25|271.11550|-24.34758
[DFM2004] 66           |NGC6530     |1062.0| |a,b    | 6.73|15.64| 1.02|22.84|-4.06|270.99683|-24.38558
[DFM2004] 133          |NGC6530     |1062.0| |a,b    | 6.73|16.85| 1.02|23.07|-3.34|271.02429|-24.42183
[DFM2004] 194          |NGC6530     |1062.0| |a,b    | 6.73|15.53| 1.02|22.55|-4.39|271.04387|-24.44889
[DFM2004] 373          |NGC6530     |1062.0| |a,b    | 6.73|15.43| 1.01|23.12|-3.86|271.08483|-24.36681
[DFM2004] 145          |NGC6530     |1062.0| |a,b    | 6.73|14.56| 1.01|24.65|-2.67|271.03071|-24.37272
[DFM2004] 150          |NGC6530     |1062.0| |a,b    | 6.73|16.43| 1.01|23.92|-2.65|271.03258|-24.35733
[DFM2004] 216          |NGC6530     |1062.0| |a,b    | 6.73|15.99| 1.01|23.76|-2.99|271.05200|-24.32864
[DFM2004] 806          |NGC6530     |1062.0| |a,b    | 6.73|15.51| 1.00|23.60|-3.35|271.19942|-24.39181
[DFM2004] 270          |NGC6530     |1062.0| |a,b    | 6.73|16.91| 0.99|22.98|-3.39|271.06333|-24.31864
[DFM2004] 286          |NGC6530     |1062.0| |a,b    | 6.73|16.48| 0.99|23.37|-3.18|271.06583|-24.35767
[DFM2004] 775          |NGC6530     |1062.0| |a,b    | 6.73|16.15| 0.99|23.21|-3.47|271.18387|-24.24414
[DFM2004] 704          |NGC6530     |1062.0| |a,b    | 6.73|16.58| 0.98|23.33|-3.18|271.15458|-24.40478
[DFM2004] 536          |NGC6530     |1062.0| |a,b    | 6.73|15.35| 0.98|23.71|-3.29|271.11183|-24.38986
[DFM2004] 2            |NGC6530     |1062.0| |a,b    | 6.73|16.09| 0.97|23.18|-3.52|270.94671|-24.40592
[DFM2004] 312          |NGC6530     |1062.0| |a,b    | 6.73|16.33| 0.97|22.78|-3.82|271.07283|-24.22239
[DFM2004] 594          |NGC6530     |1062.0| |a,b    | 6.73|14.55| 0.97|24.03|-3.29|271.12308|-24.37517
[DFM2004] 157          |NGC6530     |1062.0| |a,b    | 6.73|14.48| 0.96|22.78|-4.55|271.03404|-24.43475
[DFM2004] 69           |NGC6530     |1062.0| |a,b    | 6.73|15.73| 0.96|23.55|-3.29|270.99775|-24.20656
[DFM2004] 572          |NGC6530     |1062.0| |a,b    | 6.73|15.12| 0.95|23.64|-3.43|271.12037|-24.37178
[DFM2004] 363          |NGC6530     |1062.0| |a,b    | 6.73|16.17| 0.95|23.50|-3.15|271.08346|-24.38006
[DFM2004] 153          |NGC6530     |1062.0| |a,b    | 6.73|16.64| 0.94|22.74|-3.72|271.03354|-24.41142
[DFM2004] 185          |NGC6530     |1062.0| |a,b    | 6.73|15.86| 0.94|23.12|-3.66|271.04196|-24.44303
[DFM2004] 7            |NGC6530     |1062.0| |a,b    | 6.73|16.64| 0.94|23.60|-2.87|270.95504|-24.36903
[DFM2004] 335          |NGC6530     |1062.0| |a,b    | 6.73|16.40| 0.94|22.99|-3.57|271.07837|-24.45797
[DFM2004] 19           |NGC6530     |1062.0| |a,b    | 6.73|13.80| 0.92|24.47|-3.12|270.96754|-24.38311
[DFM2004] 658          |NGC6530     |1062.0| |a,b    | 6.73|14.56| 0.92|23.94|-3.35|271.14029|-24.45267
[DFM2004] 813          |NGC6530     |1062.0| |a,b    | 6.73|13.61| 0.91|24.38|-3.29|271.20267|-24.44317
[DFM2004] 306          |NGC6530     |1062.0| |a,b    | 6.73|14.26| 0.91|23.48|-3.92|271.07046|-24.40408
[DFM2004] 629          |NGC6530     |1062.0| |a,b    | 6.73|16.58| 0.90|22.12|-4.35|271.13146|-24.34161
[DFM2004] 253          |NGC6530     |1062.0| |a,b    | 6.73|14.39| 0.90|23.86|-3.49|271.06025|-24.32692
[DFM2004] 509          |NGC6530     |1062.0| |a,b    | 6.73|15.36| 0.90|23.76|-3.20|271.10662|-24.29725
[DFM2004] 49           |NGC6530     |1062.0| |a,b    | 6.73|16.27| 0.89|23.43|-3.16|270.98879|-24.26944
[DFM2004] 686          |NGC6530     |1062.0| |a,b    | 6.73|15.98| 0.89|23.60|-3.10|271.14896|-24.44464
[DFM2004] 256          |NGC6530     |1062.0| |a,b    | 6.73|13.45| 0.89|24.34|-3.38|271.06092|-24.36539
[DFM2004] 570          |NGC6530     |1062.0| |a,b    | 6.73|15.39| 0.88|23.58|-3.36|271.12004|-24.24592
[DFM2004] 301          |NGC6530     |1062.0| |a,b    | 6.73|15.83| 0.88|23.35|-3.41|271.06921|-24.29408
[DFM2004] 637          |NGC6530     |1062.0| |a,b    | 6.73|14.59| 0.86|24.33|-2.93|271.13442|-24.40286
[DFM2004] 579          |NGC6530     |1062.0| |a,b    | 6.73|14.95| 0.85|23.95|-3.15|271.12142|-24.36461
[DFM2004] 748          |NGC6530     |1062.0| |a,b    | 6.73|16.25| 0.84|23.05|-3.53|271.17037|-24.28628
[DFM2004] 151          |NGC6530     |1062.0| |a,b    | 6.73|15.58| 0.84|23.36|-3.49|271.03262|-24.38675
[DFM2004] 561          |NGC6530     |1062.0| |a,b    | 6.73|16.82| 0.84|22.79|-3.56|271.11762|-24.43000
[DFM2004] 72           |NGC6530     |1062.0| |a,b    | 6.73|15.28| 0.83|23.64|-3.32|271.00033|-24.32000
[DFM2004] 10           |NGC6530     |1062.0| |a,b    | 6.73|14.50| 0.82|23.93|-3.34|270.95862|-24.35219
[DFM2004] 588          |NGC6530     |1062.0| |a,b    | 6.73|15.56| 0.82|24.34|-2.51|271.12221|-24.42450
[DFM2004] 395          |NGC6530     |1062.0| |a,b    | 6.73|14.71| 0.80|23.92|-3.26|271.08796|-24.33147
[DFM2004] 455          |NGC6530     |1062.0| |a,b    | 6.73|12.64| 0.79|23.98|-4.03|271.09812|-24.35467
[DFM2004] 546          |NGC6530     |1062.0| |a,b    | 6.73|13.77| 0.77|24.16|-3.39|271.11421|-24.39900
[DFM2004] 677          |NGC6530     |1062.0| |a,b    | 6.73|14.54| 0.77|22.93|-4.31|271.14700|-24.29519
[DFM2004] 33           |NGC6530     |1062.0| |a,b    | 6.73|16.73| 0.76|22.66|-3.70|270.97708|-24.38606
[DFM2004] 246          |NGC6530     |1062.0| |a,b    | 6.73|14.61| 0.76|24.01|-3.20|271.05850|-24.39419
[DFM2004] 197          |NGC6530     |1062.0| |a,b    | 6.73|15.25| 0.76|23.15|-3.81|271.04475|-24.33983
[DFM2004] 5            |NGC6530     |1062.0| |a,b    | 6.73|14.84| 0.76|23.77|-3.35|270.95112|-24.37314
[DFM2004] 416          |NGC6530     |1062.0| |a,b    | 6.73|14.23| 0.75|22.92|-4.44|271.09087|-24.23450
[DFM2004] 37           |NGC6530     |1062.0| |a,b    | 6.73|14.61| 0.75|24.07|-3.13|270.98029|-24.28333
[DFM2004] 470          |NGC6530     |1062.0| |a,b    | 6.73|14.19| 0.73|23.86|-3.50|271.10100|-24.30869
[DFM2004] 136          |NGC6530     |1062.0| |a,b    | 6.73|17.94| 0.72|22.75|-3.11|271.02654|-24.27094
[DFM2004] 750          |NGC6530     |1062.0| |a,b    | 6.73|14.62| 0.72|23.74|-3.45|271.17275|-24.31519
[DFM2004] 52           |NGC6530     |1062.0| |a,b    | 6.73|12.64| 0.71|23.86|-4.12|270.99100|-24.42636
[DFM2004] 444          |NGC6530     |1062.0| |a,b    | 6.73|14.02| 0.71|23.90|-3.53|271.09567|-24.35686
[DFM2004] 288          |NGC6530     |1062.0| |a,b    | 6.73|16.90| 0.71|22.72|-3.56|271.06625|-24.31286
[DFM2004] 24           |NGC6530     |1062.0| |a,b    | 6.73|14.70| 0.69|23.88|-3.28|270.97300|-24.35661
[DFM2004] 230          |NGC6530     |1062.0| |a,b    | 6.73|14.34| 0.67|23.77|-3.53|271.05479|-24.30697
[DFM2004] 567          |NGC6530     |1062.0| |a,b    | 6.73|14.17| 0.66|24.07|-3.29|271.11917|-24.31575
[DFM2004] 146          |NGC6530     |1062.0| |a,b    | 6.73|13.28| 0.63|24.35|-3.36|271.03129|-24.37444
[DFM2004] 84           |NGC6530     |1062.0| |a,b    | 6.73|14.44| 0.62|22.94|-4.30|271.00279|-24.34036
[DFM2004] 439          |NGC6530     |1062.0| |a,b    | 6.73|16.78| 0.59|22.51|-3.79|271.09504|-24.27400
[DFM2004] 705          |NGC6530     |1062.0| |a,b    | 6.73|15.28| 0.59|22.83|-4.07|271.15492|-24.40031
[DFM2004] 254          |NGC6530     |1062.0| |a,b    | 6.73|16.23| 0.57|23.14|-3.38|271.05992|-24.25928
[DFM2004] 667          |NGC6530     |1062.0| |a,b    | 6.73|12.85| 0.56|23.87|-4.00|271.14354|-24.32394
[DFM2004] 543          |NGC6530     |1062.0| |a,b    | 6.73|13.35| 0.55|23.25|-4.42|271.11367|-24.32936
[DFM2004] 796          |NGC6530     |1062.0| |a,b    | 6.73|13.08| 0.55|24.19|-3.58|271.19137|-24.45531
[DFM2004] 419          |NGC6530     |1062.0| |a,b    | 6.73|13.92| 0.53|23.39|-4.05|271.09117|-24.34258
[DFM2004] 473          |NGC6530     |1062.0| |a,b    | 6.73|12.28| 0.52|22.56|-5.52|271.10137|-24.25467
[DFM2004] 385          |NGC6530     |1062.0| |a,b    | 6.73|14.33| 0.50|22.71|-4.55|271.08642|-24.46494
[DFM2004] 31           |NGC6530     |1062.0| |a,b    | 6.73|14.21| 0.45|23.06|-4.25|270.97508|-24.44586
[DFM2004] 432          |NGC6530     |1062.0| |a,b    | 6.73|14.72| 0.44|22.80|-4.30|271.09400|-24.47806
[DFM2004] 735          |NGC6530     |1062.0| |a,b    | 6.73|14.95| 0.43|22.48|-4.53|271.16512|-24.26972
[DFM2004] 693          |NGC6530     |1062.0| |a,b    | 6.73|13.05| 0.39|23.31|-4.46|271.15067|-24.33358
[DFM2004] 192          |NGC6530     |1062.0| |a,b    | 6.73|12.86| 0.38|22.28|-5.56|271.04275|-24.34789
[DFM2004] 381          |NGC6530     |1062.0| |a,b    | 6.73|13.07| 0.33|23.20|-4.55|271.08567|-24.41544
Cl Melotte 22 1280     |Pleiades    | 134.0| |k      | 8.12|14.45| 1.40|22.44|-2.61|056.76492|+24.15972
Cl Melotte 22 686      |Pleiades    | 134.0| |k      | 8.12|13.55| 1.39|22.75|-2.89|056.38721|+24.30325
Cl* Melotte 22 HCG71   |Pleiades    | 134.0| |k      | 8.12|14.36| 1.37|22.21|-3.17|055.58975|+24.66467
Cl Melotte 22 347      |Pleiades    | 134.0| |k      | 8.12|13.88| 1.37|22.54|-3.08|056.11371|+24.84397
Cl Melotte 22 762      |Pleiades    | 134.0| |k      | 8.12|14.11| 1.36|22.33|-3.12|056.43367|+24.07411
Cl Melotte 22 1094     |Pleiades    | 134.0| |k      | 8.12|13.90| 1.36|22.60|-2.96|056.64962|+23.96703
Cl Melotte 22 1355     |Pleiades    | 134.0| |k      | 8.12|13.90| 1.36|22.59|-3.00|056.82559|+24.03651
Cl* Melotte 22 HCG65   |Pleiades    | 134.0| |k      | 8.12|13.34| 1.32|22.57|-3.16|055.51596|+24.71261
Cl Melotte 22 2208     |Pleiades    | 134.0| |k      | 8.12|14.30| 1.32|22.42|-3.01|057.31408|+24.56731
Cl Melotte 22 133      |Pleiades    | 134.0| |k      | 8.12|14.14| 1.31|22.43|-2.97|055.90383|+24.39394
Cl Melotte 22 974      |Pleiades    | 134.0| |k      | 8.12|13.84| 1.30|21.93|-3.55|056.58529|+24.78547
Cl Melotte 22 890      |Pleiades    | 134.0| |k      | 8.12|14.59| 1.29|22.02|-3.30|056.53125|+24.37439
Cl Melotte 22 2548     |Pleiades    | 134.0| |k      | 8.12|13.90| 1.29|21.98|-3.48|057.52108|+24.12403
Cl Melotte 22 554      |Pleiades    | 134.0| |k      | 8.12|13.70| 1.28|22.26|-3.27|056.29996|+24.58619
Cl Melotte 22 1531     |Pleiades    | 134.0| |k      | 8.12|13.46| 1.23|22.56|-3.00|056.92267|+23.97194
Cl Melotte 22 1532     |Pleiades    | 134.0| |k      | 8.12|13.87| 1.23|22.43|-2.97|056.92158|+23.74033
Cl Melotte 22 335      |Pleiades    | 134.0| |k      | 8.12|13.65| 1.22|22.63|-2.85|056.09608|+24.06831
Cl Melotte 22 930      |Pleiades    | 134.0| |k      | 8.12|14.08| 1.22|22.15|-3.16|056.55358|+24.05439
Cl Melotte 22 2927     |Pleiades    | 134.0| |k      | 8.12|13.85| 1.22|22.34|-3.06|057.77321|+24.73681
Cl Melotte 22 357      |Pleiades    | 134.0| |k      | 8.12|13.20| 1.17|22.83|-2.79|056.11671|+24.17156
Cl Melotte 22 380      |Pleiades    | 134.0| |k      | 8.12|13.21| 1.17|21.67|-3.94|056.15592|+25.13781
Cl Melotte 22 451      |Pleiades    | 134.0| |k      | 8.12|13.31| 1.17|22.19|-3.38|056.20904|+24.91111
Cl Melotte 22 1653     |Pleiades    | 134.0| |k      | 8.12|13.38| 1.17|22.59|-2.95|056.99887|+24.73133
Cl Melotte 22 3019     |Pleiades    | 134.0| |k      | 8.12|13.41| 1.17|22.28|-3.25|057.85167|+24.08742
Cl Melotte 22 1061     |Pleiades    | 134.0| |k      | 8.12|13.49| 1.15|22.51|-2.97|056.62992|+24.11736
Cl Melotte 22 3063     |Pleiades    | 134.0| |k      | 8.12|13.42| 1.13|22.61|-2.89|057.87475|+23.89922
